#,Keyword,Project,Township,Location,BHK,Intent,Funnel,SEO_PPC,Priority,Status
5337,"is VTP Cygnus safe for investment","VTP Cygnus","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO/PPC","P1","PARTIALLY_DELIVERED"
5338,"what is the possession date of VTP Cygnus","VTP Cygnus","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO/PPC","P1","PARTIALLY_DELIVERED"
5339,"best tower in VTP Cygnus with river view","VTP Cygnus","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO/PPC","P1","PARTIALLY_DELIVERED"
5340,"best tower in VTP Cygnus with hill view","VTP Cygnus","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO/PPC","P1","PARTIALLY_DELIVERED"
5341,"VTP Cygnus pre launch token booking","VTP Cygnus","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO/PPC","P1","PARTIALLY_DELIVERED"
5342,"VTP Cygnus official sales desk enquiry","VTP Cygnus","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO/PPC","P1","PARTIALLY_DELIVERED"
5343,"VTP Cygnus channel partner registration","VTP Cygnus","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO/PPC","P1","PARTIALLY_DELIVERED"
5344,"VTP Cygnus customer care helpline number","VTP Cygnus","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO/PPC","P1","PARTIALLY_DELIVERED"
5345,"VTP One price","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P1","ACTIVE"
5346,"VTP One Pune price","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P1","ACTIVE"
5347,"VTP One Kharadi price","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P1","ACTIVE"
5348,"VTP One price list","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P1","ACTIVE"
5349,"VTP One latest price 2026","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P1","ACTIVE"
5350,"VTP One current price","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P1","ACTIVE"
5351,"VTP One starting price","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P1","ACTIVE"
5352,"VTP One flat price","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P1","ACTIVE"
5353,"VTP One apartment price","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P1","ACTIVE"
5354,"VTP One per sq ft price","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P1","ACTIVE"
5355,"VTP One price per square foot","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P1","ACTIVE"
5356,"VTP One cost","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P1","ACTIVE"
5357,"VTP One total cost","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P1","ACTIVE"
5358,"VTP One cost sheet all inclusive","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P1","ACTIVE"
5359,"VTP One booking amount","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P1","ACTIVE"
5360,"VTP One payment plan","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P1","ACTIVE"
5361,"VTP One subvention scheme 10 90","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P1","ACTIVE"
5362,"VTP One no pre EMI offer","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P1","ACTIVE"
5363,"VTP One bank loan approval SBI HDFC","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P1","ACTIVE"
5364,"VTP One down payment amount","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P1","ACTIVE"
5365,"VTP One home loan EMI calculator","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P1","ACTIVE"
5366,"VTP One stamp duty and GST charges","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P1","ACTIVE"
5367,"buy VTP One flat for sale","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P1","ACTIVE"
5368,"buy VTP One apartment Pune","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P1","ACTIVE"
5369,"VTP One direct developer booking","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P1","ACTIVE"
5370,"VTP One zero brokerage booking","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P1","ACTIVE"
5371,"VTP One booking online","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P1","ACTIVE"
5372,"VTP One site visit appointment","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P1","ACTIVE"
5373,"VTP One sales office contact number","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P1","ACTIVE"
5374,"VTP One available units for sale","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P1","ACTIVE"
5375,"VTP One ready possession inventory","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P1","ACTIVE"
5376,"VTP One resale flats for sale","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P1","ACTIVE"
5377,"VTP One resale price list","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P1","ACTIVE"
5378,"VTP One 2 BHK","VTP One","Township Pegasus","Kharadi","2 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5379,"VTP One 2 BHK price","VTP One","Township Pegasus","Kharadi","2 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5380,"VTP One 2 BHK cost","VTP One","Township Pegasus","Kharadi","2 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5381,"VTP One 2 BHK all inclusive price","VTP One","Township Pegasus","Kharadi","2 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5382,"VTP One 2 BHK floor plan","VTP One","Township Pegasus","Kharadi","2 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5383,"VTP One 2 BHK floor plan PDF","VTP One","Township Pegasus","Kharadi","2 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5384,"VTP One 2 BHK carpet area","VTP One","Township Pegasus","Kharadi","2 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5385,"VTP One 2 BHK usable area","VTP One","Township Pegasus","Kharadi","2 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5386,"VTP One 2 BHK room dimensions","VTP One","Township Pegasus","Kharadi","2 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5387,"VTP One 2 BHK sample flat","VTP One","Township Pegasus","Kharadi","2 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5388,"VTP One 2 BHK sample flat video tour","VTP One","Township Pegasus","Kharadi","2 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5389,"buy VTP One 2 BHK flat","VTP One","Township Pegasus","Kharadi","2 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5390,"buy VTP One 2 BHK in Kharadi","VTP One","Township Pegasus","Kharadi","2 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5391,"VTP One 2 BHK for sale","VTP One","Township Pegasus","Kharadi","2 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5392,"VTP One 2 BHK booking","VTP One","Township Pegasus","Kharadi","2 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5393,"VTP One 2 BHK ready possession","VTP One","Township Pegasus","Kharadi","2 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5394,"VTP One 2 BHK resale","VTP One","Township Pegasus","Kharadi","2 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5395,"VTP One 2 BHK rental yield","VTP One","Township Pegasus","Kharadi","2 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5396,"VTP One 2 BHK rent per month","VTP One","Township Pegasus","Kharadi","2 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5397,"VTP One 3 BHK","VTP One","Township Pegasus","Kharadi","3 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5398,"VTP One 3 BHK price","VTP One","Township Pegasus","Kharadi","3 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5399,"VTP One 3 BHK cost","VTP One","Township Pegasus","Kharadi","3 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5400,"VTP One 3 BHK all inclusive price","VTP One","Township Pegasus","Kharadi","3 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5401,"VTP One 3 BHK floor plan","VTP One","Township Pegasus","Kharadi","3 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5402,"VTP One 3 BHK floor plan PDF","VTP One","Township Pegasus","Kharadi","3 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5403,"VTP One 3 BHK carpet area","VTP One","Township Pegasus","Kharadi","3 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5404,"VTP One 3 BHK usable area","VTP One","Township Pegasus","Kharadi","3 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5405,"VTP One 3 BHK room dimensions","VTP One","Township Pegasus","Kharadi","3 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5406,"VTP One 3 BHK sample flat","VTP One","Township Pegasus","Kharadi","3 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5407,"VTP One 3 BHK sample flat video tour","VTP One","Township Pegasus","Kharadi","3 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5408,"buy VTP One 3 BHK flat","VTP One","Township Pegasus","Kharadi","3 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5409,"buy VTP One 3 BHK in Kharadi","VTP One","Township Pegasus","Kharadi","3 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5410,"VTP One 3 BHK for sale","VTP One","Township Pegasus","Kharadi","3 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5411,"VTP One 3 BHK booking","VTP One","Township Pegasus","Kharadi","3 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5412,"VTP One 3 BHK ready possession","VTP One","Township Pegasus","Kharadi","3 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5413,"VTP One 3 BHK resale","VTP One","Township Pegasus","Kharadi","3 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5414,"VTP One 3 BHK rental yield","VTP One","Township Pegasus","Kharadi","3 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5415,"VTP One 3 BHK rent per month","VTP One","Township Pegasus","Kharadi","3 BHK","Transactional","BOFU","SEO/PPC","P1","ACTIVE"
5416,"VTP One floor plan","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5417,"VTP One floor plans","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5418,"VTP One floor plan PDF download","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5419,"VTP One apartment layout","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5420,"VTP One flat layout","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5421,"VTP One unit plan","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5422,"VTP One master plan","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5423,"VTP One master plan layout PDF","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5424,"VTP One master layout diagram","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5425,"VTP One tower plan","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5426,"VTP One typical floor plan","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5427,"VTP One carpet area details","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5428,"VTP One built up area","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5429,"VTP One saleable area","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5430,"VTP One balcony area","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5431,"VTP One room dimensions","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5432,"VTP One vastu floor plan","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5433,"VTP One east facing flat","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5434,"VTP One west facing flat","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5435,"VTP One corner apartment","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5436,"VTP One high rise floor view","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5437,"VTP One maximum livable area MLA design","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5438,"VTP One zero space wastage layout","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5439,"VTP One brochure","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5440,"VTP One brochure PDF","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5441,"VTP One brochure download","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5442,"VTP One official brochure 2026","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5443,"VTP One price brochure","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5444,"VTP One MahaRERA number","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5445,"VTP One MahaRERA registration certificate","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5446,"VTP One RERA details","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5447,"VTP One legal approvals","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5448,"VTP One project registration","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5449,"VTP One construction update","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5450,"VTP One construction status 2026","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5451,"VTP One latest construction photos","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5452,"VTP One drone video construction update","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5453,"VTP One possession date","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5454,"VTP One expected possession timeline","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5455,"VTP One handover date","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5456,"VTP One occupancy certificate OC status","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5457,"VTP One completion status","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5458,"VTP One reviews","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5459,"VTP One customer reviews","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5460,"VTP One construction quality reviews","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5461,"VTP One ratings and feedback","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5462,"VTP One complaints and resolution","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5463,"VTP One pros and cons review","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5464,"VTP One locality review Kharadi","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5465,"VTP One 360 virtual tour walkthrough","VTP One","Township Pegasus","Kharadi","All","Commercial","MOFU","SEO","P1","ACTIVE"
5466,"VTP One amenities","VTP One","Township Pegasus","Kharadi","All","Informational","MOFU","SEO","P2","ACTIVE"
5467,"VTP One clubhouse","VTP One","Township Pegasus","Kharadi","All","Informational","MOFU","SEO","P2","ACTIVE"
5468,"VTP One swimming pool","VTP One","Township Pegasus","Kharadi","All","Informational","MOFU","SEO","P2","ACTIVE"
5469,"VTP One gymnasium and fitness center","VTP One","Township Pegasus","Kharadi","All","Informational","MOFU","SEO","P2","ACTIVE"
5470,"VTP One sports facilities","VTP One","Township Pegasus","Kharadi","All","Informational","MOFU","SEO","P2","ACTIVE"
5471,"VTP One kids play area","VTP One","Township Pegasus","Kharadi","All","Informational","MOFU","SEO","P2","ACTIVE"
5472,"VTP One landscaped gardens","VTP One","Township Pegasus","Kharadi","All","Informational","MOFU","SEO","P2","ACTIVE"
5473,"VTP One jogging track","VTP One","Township Pegasus","Kharadi","All","Informational","MOFU","SEO","P2","ACTIVE"
5474,"VTP One multi purpose hall","VTP One","Township Pegasus","Kharadi","All","Informational","MOFU","SEO","P2","ACTIVE"
5475,"VTP One 5 tier security system","VTP One","Township Pegasus","Kharadi","All","Informational","MOFU","SEO","P2","ACTIVE"
5476,"VTP One EV charging station","VTP One","Township Pegasus","Kharadi","All","Informational","MOFU","SEO","P2","ACTIVE"
5477,"VTP One lifestyle amenities list","VTP One","Township Pegasus","Kharadi","All","Informational","MOFU","SEO","P2","ACTIVE"
5478,"VTP One location","VTP One","Township Pegasus","Kharadi","All","Informational","MOFU","SEO","P2","ACTIVE"
5479,"VTP One location map","VTP One","Township Pegasus","Kharadi","All","Informational","MOFU","SEO","P2","ACTIVE"
5480,"VTP One address and direction","VTP One","Township Pegasus","Kharadi","All","Informational","MOFU","SEO","P2","ACTIVE"
5481,"VTP One connectivity","VTP One","Township Pegasus","Kharadi","All","Informational","MOFU","SEO","P2","ACTIVE"
5482,"VTP One near metro station","VTP One","Township Pegasus","Kharadi","All","Informational","MOFU","SEO","P2","ACTIVE"
5483,"VTP One distance from Hinjewadi IT Park","VTP One","Township Pegasus","Kharadi","All","Informational","MOFU","SEO","P2","ACTIVE"
5484,"VTP One distance from EON IT Park","VTP One","Township Pegasus","Kharadi","All","Informational","MOFU","SEO","P2","ACTIVE"
5485,"VTP One distance from Pune airport","VTP One","Township Pegasus","Kharadi","All","Informational","MOFU","SEO","P2","ACTIVE"
5486,"VTP One distance from Mumbai Pune Expressway","VTP One","Township Pegasus","Kharadi","All","Informational","MOFU","SEO","P2","ACTIVE"
5487,"VTP One nearest schools and hospitals","VTP One","Township Pegasus","Kharadi","All","Informational","MOFU","SEO","P2","ACTIVE"
5488,"VTP One near EON IT Park Kharadi","VTP One","Township Pegasus","Kharadi","All","Informational","MOFU","SEO","P2","ACTIVE"
5489,"VTP One near Rajiv Gandhi Infotech Park Hinjewadi","VTP One","Township Pegasus","Kharadi","All","Informational","MOFU","SEO","P2","ACTIVE"
5490,"VTP One near World Trade Center Kharadi","VTP One","Township Pegasus","Kharadi","All","Informational","MOFU","SEO","P2","ACTIVE"
5491,"VTP One near Hinjewadi Phase 1 Metro Station","VTP One","Township Pegasus","Kharadi","All","Informational","MOFU","SEO","P2","ACTIVE"
5492,"VTP One near Balewadi High Street","VTP One","Township Pegasus","Kharadi","All","Informational","MOFU","SEO","P2","ACTIVE"
5493,"VTP One near Mumbai Pune Expressway","VTP One","Township Pegasus","Kharadi","All","Informational","MOFU","SEO","P2","ACTIVE"
5494,"VTP One near Baner Pashan Link Road","VTP One","Township Pegasus","Kharadi","All","Informational","MOFU","SEO","P2","ACTIVE"
5495,"VTP One near Phoenix Marketcity Viman Nagar","VTP One","Township Pegasus","Kharadi","All","Informational","MOFU","SEO","P2","ACTIVE"
5496,"VTP One near Corinthians Club NIBM","VTP One","Township Pegasus","Kharadi","All","Informational","MOFU","SEO","P2","ACTIVE"
5497,"VTP One near Chandani Chowk Bavdhan","VTP One","Township Pegasus","Kharadi","All","Informational","MOFU","SEO","P2","ACTIVE"
5498,"VTP One under 50 lakhs","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P2","ACTIVE"
5499,"VTP One under 75 lakhs","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P2","ACTIVE"
5500,"VTP One under 90 lakhs","VTP One","Township Pegasus","Kharadi","All","Transactional","BOFU","PPC","P2","ACTIVE"
